content,userName,score,at,app_name
sering tolak sama driver nya,Rikhatul Mujahidah,2,2022-05-26 05:12:39,nujek
di order malah gak driver satu,Firmansyah,1,2022-05-25 18:48:22,nujek
telah update tarif makin mahal,Shofiy Izah Robbani,4,2022-05-25 07:55:27,nujek
turut gue sih aplikasi mantap banget,ifan dahiba,5,2022-05-24 13:00:30,nujek
kenapa sen selesei duluan si driver sampai kadang kemarin pas sen nudriver langsung dapet 2 driver akhir batalin 1 mohon cerah,yosi sasmita,3,2022-05-24 06:18:20,nujek
layan bagus murah,kusendah meimarlupi,5,2022-05-23 14:40:39,nujek
alhamdulillah terimakasih sngt bantu buat siswa mahasiswa dll untuk ojek moga terus amanah,Dhea PS,5,2022-05-23 05:51:45,nujek
beberapa kali pesan ride jemput keluarga kenapa gagal muat ulang terus ya sudah update aplikasi saya install ulang masih itu mohon info,Lindawati Anugrah,3,2022-05-22 05:59:49,nujek
murah gampang pilih driver,Fhandy Adhitya,5,2022-05-21 13:59:44,nujek
makin kesini makin naik hp saya apa ini masa di hp temen temen harga normal jelek banget sumpah diskriminatif nih,Muhammad Faris Sumitra,1,2022-05-19 05:47:16,nujek
meski blm verifikasi tp bagus utk daya umat,Tarsum Efendi,5,2022-05-16 23:22:52,nujek
sering banget sen 1 kali ke sen 2 kali kasi driver nya jadi dicancel 1 dong baik sering banget error,Adinda Sahnaz,2,2022-05-16 09:31:27,nujek
smoga slalu mnjadi prioritas,Sugi Ati,5,2022-05-15 02:56:29,nujek
dengan sengaja order ustadz,Anis Adi,5,2022-05-15 02:52:57,nujek
moga makin sukses ikan layan baik,Dea Sonia,5,2022-05-14 12:37:03,nujek
cara layan jelek kalo pake nujek aja ganggu lama kemudi salah titik jemput pernah padahal harga lebih murah dikit ga terlalu beda jauh sama ojek online lain,halimah Sadiah,1,2022-05-14 09:42:40,nujek
lama pakai nujek drewernya ramah layan baik,Budi Anto,5,2022-05-13 02:25:40,nujek
bagus ramah,Sugianto Yanto,5,2022-05-13 00:53:42,nujek
ok good look,Apit Rosidah,4,2022-05-12 22:37:41,nujek
saya rasa puas dg layan drivernya cukup sabar santun,Sri Astuti,5,2022-05-12 12:19:24,nujek
murah bagus,Dedy Rahmadie,5,2022-05-12 02:39:36,nujek
nujek tambah oke,Imam Makrus,5,2022-05-11 23:56:49,nujek
bintang yg bicara,Iwan Kurniawan,5,2022-05-11 22:48:50,nujek
jujur hemat hebat josss,ragil gagah,5,2022-05-10 03:37:50,nujek
sangat efisien sangat bantu sudut pelosok kota kabupaten gas gas tipis tipis,Dennis Tesa,5,2022-05-09 22:21:45,nujek
ga guna tiap sen ga ada jd percuma jg instal app,Vera Sri Saptiani,1,2022-05-09 11:10:28,nujek
njey gni apknya bengkalai bgt nyoba2 bru mau daftar udah langsung dc alias gagal koneksi,Didi Suhadd,1,2022-05-07 08:53:25,nujek
mantappp pasti oke,Mundirin Izudin,5,2022-04-30 07:15:39,nujek
ini buat lingkup surabaya,Love Beautiful,3,2022-04-27 07:19:25,nujek
lebih tingkat sistem layan jaring kuat biar stabil,Luci Ba,5,2022-04-25 12:40:20,nujek
buat develover nya kan dah makassar trus aku pesan nujek knp gerak motor nya,Bhilal Fahlevi,5,2022-04-19 15:05:26,nujek
banyak kli bug nya pas orang nya udh mau sampe malah batalin trus pas mau sen ulang malah tulis jaring sedang sibuk,Dewa Rahman,1,2022-04-19 05:19:05,nujek
murah sih server sering down drivernya lamban slow respon terkadang sulit cari driver padahal sedang buru buru habis banyak waktu cari driver kembali muncul notifikasi pesan terima driver lamban merespon sering salah paham,Nabila Aulia Rahmah,2,2022-04-19 03:54:06,nujek
kenapa tidak daftar ya baik apl nya,Eyza Alby,1,2022-04-18 04:33:12,nujek
aplikasi lumayan ongkos murah gak recomended buat orang yg buru kadang sering malah driver gak nerima order tiba cancel,sinta Nurjanah,3,2022-04-17 10:28:59,nujek
apl sangat bagus,Andi Styawan,5,2022-04-15 16:20:28,nujek
terlalu sering error aplikasi pas mau order mohon baik,Uus Supiyandi,1,2022-04-15 07:39:52,nujek
food nya gk promo jadi nujek bukan pilih buat pesan food pesan food enak nya lewat app belah,Memey Lani,1,2022-04-15 03:41:41,nujek
sumpah apapunn kenapa nujek jadi jelek saya order ojek loading muluuuu padahal jaring bagus kesel ga buru2 lah di upgrade woy,Dewi Muyassaroh,1,2022-04-13 10:31:01,nujek
coba dullu deh,Irma Rahma Wati,4,2022-04-12 08:31:21,nujek
aplikasi bagus murah drivernya ramah islami,Eko Susilo,5,2022-04-12 00:01:59,nujek
jost banget layan nya,Djeand Glombroh Channel,5,2022-04-11 01:50:22,nujek
parah driver ngk di jalan tvri,dedy dedy,1,2022-04-10 04:34:19,nujek
knp jaring selalu sibuk apa apk tidak di pakai,nur hasan,1,2022-04-08 20:01:14,nujek
tambah iklan ditv saudara mantap,Apel,5,2022-04-08 10:48:12,nujek
kembali uang besar 49 rb pesan untuk admin malang,Yudi Sulistyo,1,2022-04-04 07:08:39,nujek
terlalu sering lama tunggu sesuai jangkau lokasi,syasya,1,2022-04-04 01:45:05,nujek
sering gak drivernya,arka arda,1,2022-04-02 10:44:59,nujek
cacat aplikasi nya sering error susah sedang urgent,Muhammad Fiqih,1,2022-04-02 05:16:22,nujek
tidak masuk mentok loading google kenapa login guna otp saja,Nur Mukhlish Mazid,1,2022-04-01 16:03:42,nujek
sangat bagus murah harga ongkir harga resto sangat murah sesuai harga,Asep Supriyandi,5,2022-04-01 12:43:34,nujek
tangerang kah,Dodi Aputra,5,2022-03-28 22:27:35,nujek
mantap moga dpt bantu msrykat ibu kota khusus lebih cepat untk mnjalnkan urusan2 pribadi maupun umum juga meberi lapngan kerja baru leglitas jelas buat ojek2 yg suda selam jasa,nicolland chanell,5,2022-03-28 12:50:33,nujek
kenapa bisa buka ya,fitriana saokori,2,2022-03-27 00:25:20,nujek
drivernya ramah tamah map lambat,RM Kian Aria Dilaga,5,2022-03-25 12:55:16,nujek
tolong maps nya baik donk pesan makan padhl udh jelas alamat pengirimanya kog drivernya tetap salah jalan,Jeany Olivia,3,2022-03-23 06:26:28,nujek
lumayan buat tmbhan buat dapur biar dpr nya selalu ngebul trs mksh nujek,junedi jun perbutulan,5,2022-03-23 01:21:28,nujek
aplikasi ga driver nya,Abdurrahman Aman,1,2022-03-19 14:13:48,nujek
susah cari driver,Arif Guswirat,3,2022-03-19 04:05:12,nujek
sangat bagus murah ramah,Asyrof Shidqi,5,2022-03-17 20:53:07,nujek
aplikasi kapan aktif sy download aplikasi driver nya blm aktif,muhammad fadly,2,2022-03-17 15:02:20,nujek
baik walaupun kadang suka lama jemput,RAMADHONO NUGROHO,5,2022-03-17 12:17:41,nujek
terima kasih lho min akoh kasih bintnag 5 hrga murce rakyat ramah jga ojolnya tinggl drivernya smogaa bnyak yg join spya nda nunggu lamaa,Rinawahyuni Ahmad,5,2022-03-12 02:16:55,nujek
aplikasi yg janji,AdhyEe,5,2022-03-08 01:31:03,nujek
driver nya kurang gorontalo aplikasi ga sinkron ga verified sering eror developer noob,muchlis gofur,5,2022-03-06 07:02:00,nujek
aplikasi bisa andal,Ronny Sumargo,1,2022-03-03 00:54:33,nujek
murah mantap,Rani Karimah,5,2022-03-02 06:59:44,nujek
murah riah tarif,Minati Minati,5,2022-03-01 11:33:11,nujek
saran dn masuk driver nujek pada rewelsering komplen tolong tegur sama driver yg rewel,Yusak Agustian,1,2022-02-27 15:30:06,nujek
nujek sangat bantu ada ekonomi susah,Orvin Saputra,4,2022-02-25 06:12:05,nujek
driver ramah harga murah,Rachmat Idha,5,2022-02-21 04:15:28,nujek
boleh saya gabung nujek nusantara aya dri cianjur,Hana Firmansyah,1,2022-02-19 07:03:23,nujek
saya suka aplikasi harga lebih murah tiap order selalu ada driver terimakasih,Ayun Lailatul Fitria - 520 095,3,2022-02-17 13:12:16,nujek
moga nujek makin kembang amin,Aditya Krispurwanda,5,2022-02-17 11:43:25,nujek
jelek sibuk ros,Deris Mulk id A1,1,2022-02-08 01:32:06,nujek
moga tambah bagus,Yuana Wardani,5,2022-02-07 05:13:14,nujek
aplikasi milik indonesia yg patut bangga banyak layan mudah murah tp ga murah yuk rame2 pakai nujek,yanuar am,5,2022-02-04 09:33:14,nujek
mantap lahir satu karya anak bangsa tingkat kualitas nujek jangan hadir warna lengkap hadir saing yg kuat jangan mau jadi tamu rumah sendiri sukses selalu,Alam Syah,5,2022-02-02 09:13:13,nujek
aplikasi tolol ga drivernya,Kemal,1,2022-02-01 09:06:24,nujek
tiap sen ojek lokasi selalu akurat,Ihsan Saputra,1,2022-01-29 12:38:31,nujek
hp samsung galaxi 03 core bisa buat custamer nujek gana solusi,slamet subawon,5,2022-01-29 00:25:52,nujek
saya cuma kasih saran beda antar jemput tumpang sama antar jemput barang makan jangan laju2 kalau bawa anak kecil di utama selamat nyawa manusia daripada kejar order,Idan Acen,3,2022-01-28 02:43:19,nujek
mantap ringan aplikasi perlu connect dgn ovo,Hanifah Imron,5,2022-01-27 04:49:18,nujek
mantap lah asli indonesia,Adidtia Odik,5,2022-01-25 04:32:44,nujek
saya guna nujek ojol saya selalu ramah sigap dan titik ojol terlalu jauh hanya saja aplikasi sering down tidak rekomended buru dan akhir saya pernah lg laku mesan via nujek aplikasi yang error down memang ada driver,Mimahh,4,2022-01-24 23:48:59,nujek
telah baru apk nya jd malah lambat jaring full tp tiap order loading lama banget pdhl biasa jg cepet pas sy uninstal dn masuk lg eh malah loading trs ga berhenti2,Ivo Pristina,1,2022-01-21 11:40:30,nujek
mantap kawan silah daftar dowload aplikasi,arman maulana,5,2022-01-18 12:53:28,nujek
kurang seru kurang promonya,Febri RK,1,2022-01-14 14:17:20,nujek
top up 50 000 gak dipake transfer balik jg gak,Akun Anyar,1,2022-01-12 08:53:33,nujek
tepat lbh murah pasti hemat,Sri Wachyuni,4,2022-01-11 00:10:25,nujek
mud bnyak yg cancel kalo pagi gak buat pake buru2 kantor bantu sama sx,yathii supu,1,2022-01-10 22:17:51,nujek
mks bos kang dedi,Deco Atansa1,5,2022-01-10 16:47:45,nujek
asli karya anak bangsa nusantara ojek nujek jujurhemat tetap tumbuh kembang,Muhammad Takbir,5,2022-01-09 05:54:42,nujek
keren nih aplikasi jujur hemat,Abdul Nujek,5,2022-01-09 05:51:08,nujek
kecewa nih aplikasi padahal warung nya buka pas order drivernya ngomong nya tutup,halu brader,1,2022-01-07 09:05:28,nujek
saya suka aplikasi ini sangat ringan tarif jangkau langgan pilih driver jaya selalu nujek nusantara khusus kabupaten banyumas,Pudjo Rahardjo,5,2022-01-05 11:29:23,nujek
mohon prioritas loyalitas mitra cianjur,Ramdan Ts,5,2022-01-05 08:59:10,nujek
aplikasi gak jelassss nu cash tdk di guna pdhl verifikasi,Yuli Mayasari,2,2022-01-04 02:31:33,nujek
saya coba tapi kalo drivernya gak sopan mending dibubarin aja,JBL NOOR Channel Enterprise,5,2022-01-03 02:01:53,nujek
cari driver seleksi lah minimal punya attitude ini bilang nya buru2 nyalahin no terima ga aktif gada waktu order di ambil trus kalau no terima aktif usaha cari alamat nya kan udah di detail nya,Akah Suhandii,1,2022-01-03 01:00:33,nujek
di lampung sepi,"imam safi,i",1,2022-01-02 07:01:10,nujek
siang mlm sll cancel driver ojek,Rendi Aprilia,3,2022-01-02 06:00:57,nujek
driver fast respon safety riding driver humble perfect attitude,Pak Sugito,5,2022-01-01 06:03:11,nujek
aplikasi paling lama datang nya,Yohanes Paulus,1,2021-12-31 15:00:32,nujek
sering eror map dan sering muncul driver,Dewii Sundarii,2,2021-12-29 10:56:08,nujek
subhanallah buat kesel sama drivernya udah kasih tip beri bintang 5 buka pesan nyata sesuai aku konfirmasi lewat chat nggak direspon sama sekali tolong nujek bimbing drivernya drivernya brebes kalo mau aku sebut nama aku baru order lewat dia kesel banget terimakasih,Ajengdwi Asih,2,2021-12-28 22:00:56,nujek
ojol mantap,Akbar Ramdan,5,2021-12-28 03:20:11,nujek
saran alamat jemput antar usah guna teks jalan waktu lihat jelas alamat jadi lama tks,Q21 Channel,5,2021-12-27 08:02:27,nujek
saya dapat kemudi terus ya,Syaban Haidar Ali,1,2021-12-24 13:25:49,nujek
bintang 3 dulu yah moga jaya selalu,Itto bhebhe,3,2021-12-22 13:29:53,nujek
sll error dk driver,Muhdor ca'em,1,2021-12-19 12:44:47,nujek
aplikasi sering eror dibutuhin bikin kesel,linn zhou xin,3,2021-12-17 23:54:56,nujek
padahal banyak driver pilih pas order tolak benar hemar sayang minus di driver nya,Riska Agustiana,1,2021-12-15 06:39:32,nujek
driver nujek sombong2 sering banget nolak order,arie hidayat,1,2021-12-15 00:17:55,nujek
aplikasi sangat buruk pesan beberapa x selalu tolak driver,Ibrahim Dama,1,2021-12-14 09:36:20,nujek
sudah top up tp masuk,Farid D. Ace,1,2021-12-12 06:13:09,nujek
nujek kontoll apk babi lu lain kali iniin drivernya tuh yg niat kerja tololl,Gita Ayu,1,2021-12-11 01:51:30,nujek
bagus saing aplikasi rupa,Mukhammad,5,2021-12-08 05:16:04,nujek
lama nunggunya,Vincentius Justin,1,2021-12-07 09:56:31,nujek
eror terus pake apk sering eror percuma dong kalau download gx di pake,aang ridwan,1,2021-12-07 01:39:01,nujek
kalau nunggu lama,Asep Pirwan,2,2021-12-06 15:30:29,nujek
sering down padahal perlu banget make buat kirim barang,Cya Plastik,1,2021-12-05 11:43:12,nujek
ada driver saat udah mau pesan muncul jaring masalah hadeh,PEMBAWAKABAR TV,1,2021-12-05 03:31:30,nujek
terimakasih atas layan nya sangat bantu,Nata Kesuma,5,2021-12-05 00:32:22,nujek
lebih murah tp kdg lokasiny tbtb ngawur dluar negri,Widya Sulis,3,2021-12-04 01:00:33,nujek
tolong pelayaanya cepat jgan terlalu lelet,Bangun Bagus,1,2021-12-04 00:38:07,nujek
layan cepat ramah sekitar mungkin sana ramah ramah tapi orang milik sifat beda beda bisa samaratakan,Semangat Ikhlas,5,2021-12-03 18:04:00,nujek
tolong map nya jelas lagi,Matuf 99,4,2021-12-03 04:10:57,nujek
tidak driver nya,Jamal Kamal Kamal,1,2021-12-02 02:02:42,nujek
mantap layan sangat baik,Martin surya putra,5,2021-11-30 01:29:39,nujek
aplikasi macam apa kga untuk mensejahterahkan driver,Joko Kumbara,1,2021-11-28 04:00:04,nujek
alhamdulillah layan makin baik,Degoes Pasya,5,2021-11-21 11:27:07,nujek
jelek akurat lokasi pesan kaltim malah yg kasih tuju kota malang jatim,Abdul Harys,1,2021-11-21 04:50:34,nujek
driver kecewa tarif ngak mau sesuai dgn aplikasi,Nayaka,1,2021-11-20 08:53:24,nujek
baik orang ramah,King Cell,5,2021-11-18 06:41:03,nujek
tolong tingkat lg kerja hampir sore driver yg institusional karena tumpang driver saling butuh dan tiap tumpang punya gaji sesuai umr moga ada jalin erti sama tumpang driver diri nujek terimakasih,Anne Sari,5,2021-11-17 01:56:44,nujek
aplikasi bagus tapi driver nya bobrok tingkat kualitas kualitas driver nya yok yok,Fadli Ihsan,1,2021-11-16 06:44:29,nujek
bgus murah lupa yg,Rochman Sanyoto,5,2021-11-13 01:51:20,nujek
jujur kecewa banget download aplikasi ini driver nya jauh banget gak jalan jalan ditelfon gak angkat di telfon angkat malah marah marah sekarang saya uninstall aplikasi nya,Ja'far Said,1,2021-11-12 05:48:00,nujek
2 dulu kl di buka lasih 5 bintang oke,Iyus Yusup,2,2021-11-11 08:10:08,nujek
privasi konsumen d jaga jadi driver mash bisa chat payah,Diazs Only,1,2021-11-11 07:36:59,nujek
aplikasi error tdk di pakai hari ada usaha baik pusat,Roonnie Goozalie,2,2021-11-11 01:01:30,nujek
eror terus gps nya,Dera Darmayanti,1,2021-11-10 00:53:06,nujek
bagus aplikasi sangat bantu,Ruslan Syam Hadi,5,2021-11-08 10:59:41,nujek
ojol paaaaling payah drivernya banyak yg ga prof ngeselin banget lah pk ojol ini murah sih tp kl buang waktu buat apa,nei fawzy,2,2021-11-07 13:58:28,nujek
gag di harab pesan muncul tulis gag ad jaring pdhal jaring bgus aja knp mau pesan kuat muncul gitu terus,Muhammad Syawal Djampalai,1,2021-11-06 04:48:46,nujek
emang bagus pilih maba lebih dekat,Syaripufin Iip,5,2021-11-04 04:33:00,nujek
nujek memang tarif murah banget jujur hemat 7rbu per 4km pertama ayo wong banyumas downlod guna nujek jujur hemat,Katino tino,5,2021-11-03 10:22:32,nujek
aplikasi udah bagus harga cukup murah saing cuma mau ngasih saran coba iklan gabung mitra- mitra biar makin kembang minat makin banyak biar bisa saing yang lain,depong OFFICIAL,3,2021-10-26 10:58:11,nujek
tolong aktifin admin nujek bandarlampung driver yg di verifikasi biar order,ro bet,5,2021-10-26 05:09:43,nujek
tolong baru lgi aplikasi dong biar kya yg belah,Mucharom Alfain,5,2021-10-19 12:05:33,nujek
masya alloh murah banget tarif,Imam Mufassirin,5,2021-10-17 17:47:45,nujek
kasih bintang 3 dulu lah jaring sering sibuk harus benah dulu nih saing,Isnan Dzulianto,3,2021-10-16 07:54:42,nujek
percuma jg d download tdk jg kurir daerah dadap,Norma Abdul Waris,1,2021-10-16 06:51:47,nujek
sangat bagus guna,Urip Rahmat Sugiarto,5,2021-10-15 14:59:49,nujek
tingkat terus mutu layan,Nerusno Urip,5,2021-10-14 04:57:55,nujek
di update malah makin rusaaak asli lgi buru juga uninstal terus download lgi ttap tdk bisaa,Nzro,1,2021-10-11 01:02:21,nujek
order selalu tolak bagai alas,Keripik Tempe Pak Mu'in,1,2021-10-10 22:25:30,nujek
tolong minta bijak nya saya mau buka aplikasi nujek udah logout sendiri saya harap bisa lebih baik,Venny Sugatha,2,2021-10-08 05:31:38,nujek
aplikasi premature blm siap saing pasar butuh tiba2 trouble gak jelas dicancel 1 driver kemudian order lg tdk bs dpt driver tp driver yg itu2 lagi hadeehhh,Aqua rius,1,2021-10-08 04:19:11,nujek
moga makin banyak hadir pelosok negri harga murah,Tri Wahyudin,5,2021-10-08 01:53:03,nujek
sangat baik inopatip,Ditya Anggara,5,2021-10-08 01:52:30,nujek
bagus nih tinggal optimalin plus tambah partner nufoodnya,Benlah _Cihuy,5,2021-10-06 12:55:58,nujek
moga makin maju berkah,Keeikee Gusman,5,2021-10-06 08:11:17,nujek
mantab moga manfaat umat,Haikal Wafi,5,2021-10-06 06:24:53,nujek
apa nujek mas masalah kok ngak bisa,Hakim Liputo,3,2021-10-01 04:35:30,nujek
sering tiba down server kalau cuaca hujan guna bisa mes tulis connectivity bar merah selalu muncul aplikasi benar bagus bukti hemat saja masalah konektifitas gagal aplikasi,Angga Juliant,2,2021-10-01 03:57:29,nujek
semenjak guna aplikasi ini jadi gk bingung kalau mau naik transportasi tempat saya tuju dan harga bayar nya ramah kantong terima kasih nujek atas layan nya,Wahyu Ishak,5,2021-09-30 10:36:08,nujek
sy dr pihak resto dulu resto ddata malang tp tdk konfirmasi dr pihak nujek skrng sy jual lamongan kok order bs masuk,sri mulyani,5,2021-09-29 01:33:30,nujek
tolong habus pilih drever kasihan yg gk pilih tuwas isi saldo gk pilih blas,Moh Faizin,1,2021-09-27 13:35:36,nujek
harga lebih murah banding aplikasi,Hety rohaety,5,2021-09-27 12:56:28,nujek
great app minta itu adminnya fast respond,Rasyid,5,2021-09-27 09:46:13,nujek
aplikasi nucas tapi ko ga guna yah,Driver Maxim,5,2021-09-26 08:17:45,nujek
bagus moga makin kembang kendala hilang,Mboh Soppo,5,2021-09-24 11:23:52,nujek
saya kasih bintang 2 dulu soal aplikasi suka eror,Nur Hasanah,2,2021-09-23 03:15:47,nujek
kalo gak usah pilih pilih driver lagi kasihan yg gak pernah dapt order tuh nnti nya yg dpt driver itu aja di hpus pilih driver,Moh.Angga Safrudin,2,2021-09-22 23:45:43,nujek
hemat jujur percaya mantulll,sadulloh yunus,5,2021-09-22 16:17:21,nujek
uda top up nyata bisa guna mau upgrade minta otp malah gak jelas tolong dong uang yang nyangkut gimana,A.Y.U hiBeiby.,1,2021-09-21 10:06:51,nujek
dari santri negeri,Haris Prayogo,5,2021-09-18 05:20:57,nujek
deket kantorny deket rumah saya aplikasi dh aktif tp msh prosess semangat kk,Ahmad,5,2021-09-16 08:25:09,nujek
saya order 2kali malah batal sama driver nya,setia marga della,1,2021-09-15 10:55:37,nujek
mau rmh sakit wijaya kusuma,Bagas Laksana,5,2021-09-15 05:16:48,nujek
sayang drivernya sdkt jd kl order ssh sy biasa langgan drivernya dgn online atw off line,Park Shan,4,2021-09-15 03:01:11,nujek
tarif nya baik,Ari Agustian,5,2021-09-14 17:34:04,nujek
sangat bantu aktifitas hemat,Fatur Sidik,5,2021-09-14 11:30:16,nujek
gpsnya baik deh kayak kdng kurang akurat,Ummu Qiza,4,2021-09-14 02:32:43,nujek
ayo ramein apk,Dzikiy tutorial,5,2021-09-12 08:41:20,nujek
payah top up dana ga pakai mau tarik upgrade premium masuk data proses gagal cs aplikasi tidak order aplikasi pake nucash sekali di klik bisa pakai tunai parah sekali,Wahid Nur Rahman,1,2021-09-12 08:03:51,nujek
aplikasi sangat bagus harga murah kantong pokok mantap,Caesar Aulia Hijrawan,5,2021-09-12 01:16:13,nujek
terimakasih sdh nujek iring kembang zaman daya umat moga amanah,Asmudin Iman,5,2021-09-11 04:39:56,nujek
